code,subject,number,enrollment,peak_demand,peak_demand_day,section,times,locations,rating,workload,id,name
ITAL 110,ITAL,110,94,108,2019-08-29,1,M-F 9.25-10.15,WLH 012,4.73,3.24,1688,Elementary Italian I
ITAL 130,ITAL,130,51,62,2019-08-27,1,M-F 9.25-10.15,WLH 006,4.42,3.08,1689,Intermediate Italian I
ITAL 150,ITAL,150,6,12,2019-09-02,1,TTh 14.30-15.45,WLH 004,4.19,2.51,1690,AdvancedCompositn&Conversation
ITAL 162,ITAL,162,13,16,2019-08-27,1,MW 14.30-15.45,WLH 006,4.37,3.08,1691,Duecento to the Renaissance
ITAL 185,ITAL,185,11,12,2019-09-08,1,MW 13.00-14.15,WLH 004,3.89,2.7800000000000002,1692,Italian History from 1945
ITAL 309,ITAL,309,0,2,2019-08-22,1,1 HTBA,NA,4.75,3.25,894,Renaissance Love Poetry
ITAL 310,ITAL,310,23,37,2019-08-27,1,TTh 11.35-12.50 + 1,PH 407,4.24,2.67,1629,Dante in Translation TR
ITAL 315,ITAL,315,35,52,2019-08-28,1,TTh 14.30-15.20,WLH 116,4.42,2.88,1439,Catholic IntellectualTradition
ITAL 367,ITAL,367,12,18,2019-08-27,1,MW 11.35-12.50,BF S-28,4.14,4.06,1696,SayingGoodbyeArtDeathAfterlife
ITAL 470,ITAL,470,1,2,2019-08-27,1,1 HTBA,NA,4.37,3.08,1697,Special Studies in Italian Lit
ITAL 491,ITAL,491,1,1,2019-08-22,1,1 HTBA,NA,4.37,3.08,1698,The Senior Essay
JDST 213,JDST,213,5,9,2019-08-27,1,MW 11.35-12.50,WLH 004,4,2.71,1388,AdvModernHebrew:IsraeliSociety
JDST 223,JDST,223,13,45,2019-08-27,1,MW 14.30-15.45,WLH 007,4.64,3.36,1646,Trials of Uncertainty
JDST 242,JDST,242,4,5,2019-08-27,1,Th 13.30-15.20,WLH 209,0,0,1710,JewishRitualLaw & Archaeology
JDST 256,JDST,256,4,6,2019-09-05,1,Th 9.25-11.15,SML 335B,4.3,2.5700000000000003,1711,DeadSeaScrollsDamascusDocument
JDST 270,JDST,270,7,20,2019-08-28,1,W 9.25-11.15,LC 103,3.83,2.67,1428,MedievalJewsChristians&Muslims
JDST 300,JDST,300,18,23,2019-09-06,1,M 13.30-15.20,WLH 115,4.05,2.5700000000000003,1435,Holocaust Culture and Politics
JDST 304,JDST,304,3,11,2019-08-27,1,W 15.30-17.20,WLH 003,4.33,3.25,1714,Zionism and Literature
JDST 319,JDST,319,0,1,2019-08-23,1,1 HTBA,NA,4.07,2.47,1389,Israel in Ideology & Practice
JDST 326,JDST,326,11,33,2019-08-30,1,T 15.30-17.20,WLH 013,4.33,3.25,500,Marxist Theory of Literature
JDST 346,JDST,346,7,14,2019-08-28,1,TTh 14.30-15.20,WLH 117,4.29,3.29,1429,Making European Culture Jewish
JDST 374,JDST,374,7,13,2019-09-03,1,Th 9.25-11.15,CO451 B-04,4,2.5,1430,Jewish Magic
JDST 391,JDST,391,4,4,2019-08-26,1,W 9.25-11.15,SML 335B,3.83,1.83,1719,MidrashSem:SifreShofetim
JDST 402,JDST,402,6,6,2019-08-25,1,TTh 9.00-10.15,WLH 004,4.2,3.23,1390,Creative Writing in Hebrew
JDST 416,JDST,416,2,7,2019-08-27,1,W 13.30-15.20 + 1,WLH 115,4.16,3.24,1360,Reading Yiddish
LAST 222,LAST,222,43,121,2019-08-27,1,MW 9.00-10.15,WLH 113,4.04,2.21,1732,Legal Spanish
LAST 223,LAST,223,13,28,2019-08-27,1,MW 13.00-14.15,WLH 114,3.9,3.45,1733,Spanish in Film
LAST 227,LAST,227,11,25,2019-08-28,1,TTh 13.00-14.15,WLH 014,4.73,2.85,1734,Creative Writing
LAST 243,LAST,243,29,37,2019-08-28,1,MWF 9.25-10.15,WLH 003,3.9,3.79,1735,Advanced Spanish Grammar
LAST 247,LAST,247,60,77,2019-08-28,1,MW 9.00-10.15,HLH17 113,3.9699999999999998,2.58,1736,IntroToCulturesOfLatinAmerica
LAST 253,LAST,253,9,19,2019-08-30,1,T 9.25-11.15,SML 177,4.35,2.92,1431,Early Modern Spain and Empires
LAST 261,LAST,261,8,19,2019-08-30,1,TTh 11.35-12.50,WLH 211,4.42,2.66,1738,StudiesIn Spanish Literature I
LAST 351,LAST,351,23,54,2019-08-28,1,TTh 11.35-12.50,RKZ 102,4.1,2.47,1739,Borges: Literature and Power
LAST 355,LAST,355,14,26,2019-08-28,1,TTh 11.35-12.25,LC 211,3.84,3.35,1455,Colonial Latin America
LAST 360,LAST,360,23,51,2019-08-27,1,MW 19.00-20.50,CO451 B-04,3.5,3,511,RadicalCinemas ofLatin America
LAST 372,LAST,372,19,50,2019-08-27,1,T 13.30-15.20,LC 103,4.47,3.59,1012,Revolution&ColdWarLatinAmerica
LAST 394,LAST,394,6,13,2019-08-28,1,T 15.30-17.20,WLH 205,4,3,1743,World Cities and Narratives TR
LAST 398,LAST,398,31,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4.31,3.04,5,Caribbean Baseball
LAST 423,LAST,423,18,48,2019-08-28,1,T 13.30-15.20,RKZ 102,4.34,3.19,965,PolitclEconmyOfPovrtyAlleviatn
LAST 491,LAST,491,0,1,2019-08-22,1,1 HTBA,NA,3.4,4.09,1746,The Senior Essay
LING 077,LING,77,14,26,2019-08-26,1,MW 14.30-15.45,DOW 314,4.32,3.17,1781,MappingDialectsAmericanEnglish
LING 110,LING,110,45,63,2019-08-28,1,MW 13.00-14.15,GR109 ROSENFELD,3.88,2.48,1782,Language: Intro to Linguistics
LING 113,LING,113,4,12,2019-08-26,1,MW 11.35-12.50,DOW 112,4.6,3.33,488,Indo-European Linguistics
LING 115,LING,115,3,7,2019-08-27,1,M-F 9.25-10.15,LUCE 102,4.25,2.5,1784,Introductory Sanskrit I
LING 138,LING,138,4,4,2019-09-04,1,MWF 8.20-9.10,LUCE 302,4.19,2.56,1785,Intermediate Sanskrit I
LING 150,LING,150,17,32,2019-08-27,1,MW 13.00-14.15,LC 210,4.41,2.55,884,Old English
LING 202,LING,202,20,53,2019-08-28,1,MW 14.30-15.45,DOW 112,4.21,2.5700000000000003,1787,The Voynich Manuscript
LING 212,LING,212,6,9,2019-08-26,1,MW 13.00-14.15,DOW 112,3.5,2.67,1788,Linguistic Change
LING 217,LING,217,19,42,2019-08-28,1,TTh 14.30-15.45,SML 118A,4.36,3.52,765,Language and Mind
LING 232,LING,232,15,24,2019-08-29,1,TTh 13.00-14.15,WLH 120,4.14,3.5700000000000003,1790,Phonology I
LING 234,LING,234,16,26,2019-08-28,1,TTh 16.00-17.15,LC 205,5,3,1791,Quantitative Linguistics
LING 236,LING,236,5,7,2019-08-31,1,W 15.30-17.20,WLH 012,3.92,3.47,1792,Articulatory Phonology
LING 253,LING,253,23,29,2019-08-29,1,TTh 11.35-12.50,HLH17 115,4.44,3,1793,Syntax I
LING 263,LING,263,16,28,2019-08-27,1,MW 11.35-12.50,DOW 100,3.5700000000000003,2.98,1794,Semantics I
LING 345,LING,345,5,6,2019-08-31,1,Th 9.25-11.15,LC 204,4.57,3.29,1795,The Syllable and Below
LING 372,LING,372,10,15,2019-08-26,1,W 9.25-11.15,YK220 100,3.75,3,1796,"Meaning, Concepts, and Words"
LING 381,LING,381,10,13,2019-08-28,1,TTh 14.30-15.45,WLH 012,4.32,3.17,1797,ArgumentStructure&Morphology
LING 394,LING,394,4,7,2019-08-28,1,T 9.25-11.15,DOW 321,5,2,1798,"Asserting, Asking, Answering"
LING 490,LING,490,7,7,2019-08-27,1,W 16.00-17.50,CO493 103,4.48,3.08,1799,ResearchMethods in Linguistics
LITR 022,LITR,22,16,23,2019-08-26,1,MW 14.30-15.45,WLH 210,4.41,4.21,1801,Music and Literature
LITR 023,LITR,23,7,17,2019-08-26,1,MW 9.00-10.15,LC 105,4.5600000000000005,3.11,872,Modern South Asian Literature
LITR 130,LITR,130,22,26,2019-08-29,1,MW 11.35-12.50,PH 207,3.86,2.76,1622,How to Read
LITR 154,LITR,154,0,11,2019-08-22,NA,NA,NA,0,0,917,The Bible as a Literature
LITR 168,LITR,168,22,30,2019-08-28,1,TTh 13.00-14.15,LC 212,4.23,3.63,883,Tragedy inEuropean Lit Traditn
LITR 174,LITR,174,15,25,2019-08-27,1,TTh 13.00-14.15,ELM143 106,4.11,2.5700000000000003,640,Women&Lit: TraditionalChina TR
LITR 179,LITR,179,0,2,2019-08-22,1,1 HTBA,NA,4.75,3.25,894,Renaissance Love Poetry
LITR 183,LITR,183,23,37,2019-08-27,1,TTh 11.35-12.50 + 1,PH 407,4.24,2.67,1629,Dante in Translation TR
LITR 194,LITR,194,28,35,2019-08-28,1,MW 9.25-10.15 + 1,LC 211,2.67,3.33,885,The Multicultural Middle Ages
LITR 218,LITR,218,3,8,2019-08-26,1,TTh 13.00-14.15,CO451 B-04,4.5,3.25,1370,The Faust Tradition
LITR 239,LITR,239,11,33,2019-08-29,1,F 13.30-15.20,RKZ 241,3.84,2.73,485,Dionysus in Modernity TR
LITR 245,LITR,245,33,47,2019-09-02,1,TTh 13.30-14.20,WLH 116,4.39,3,1812,Tolstoy and Dostoevsky TR
LITR 252,LITR,252,5,9,2019-08-29,1,M 15.30-17.20,CO493 102,3.96,3.04,1813,Machado de Assis TR
LITR 285,LITR,285,7,19,2019-08-29,1,M 13.30-15.20,ELM143 106,3.86,2.71,515,ModernNovel inBrazil &Japan TR
LITR 294,LITR,294,6,13,2019-08-28,1,T 15.30-17.20,WLH 205,4,3,1743,World Cities and Narratives TR
LITR 306,LITR,306,4,10,2019-08-27,1,TTh 14.30-15.45,WLH 009,4,3,509,The Danube in Lit & Film TR
LITR 311,LITR,311,2,7,2019-08-26,1,MW 14.30-15.45,CO493 103,0,0,1817,Persian Literary Classics
LITR 317,LITR,317,11,33,2019-08-30,1,T 15.30-17.20,WLH 013,4.33,3.25,500,Marxist Theory of Literature
LITR 318,LITR,318,26,42,2019-08-29,1,MW 9.00-10.15,WTS A74,3.91,2.5,887,Arabian Nights
LITR 327,LITR,327,12,18,2019-08-27,1,MW 11.35-12.50,BF S-28,4.14,4.06,1696,SayingGoodbyeArtDeathAfterlife
LITR 329,LITR,329,31,72,2019-08-28,1,TTh 13.00-14.15,WLH 119,4,3.17,5,Caribbean Baseball
LITR 330,LITR,330,31,58,2019-08-28,1,M 13.30-15.20,LC 317,4.04,2.95,506,Heidegger's Being and Time
LITR 358,LITR,358,6,15,2019-08-29,1,T 13.30-15.20,WLH 202,4.19,3.01,503,East German Lit & Film
LITR 360,LITR,360,23,51,2019-08-27,1,MW 19.00-20.50,CO451 B-04,4.97,3.67,511,RadicalCinemas ofLatin America
LITR 361,LITR,361,34,55,2019-08-28,1,MW 11.35-12.25 + 2,YK212 106,3.94,3.25,1204,Animation: Disney and Beyond
LITR 364,LITR,364,14,27,2019-08-28,1,M 13.30-15.20,LC 208,3.67,2.33,513,British Cinema
LITR 368,LITR,368,5,17,2019-08-26,1,W 13.30-15.20,WLH 204,4.37,3.21,1205,Third Reich in German Films
LITR 398,LITR,398,13,43,2019-08-27,1,W 13.30-15.20 + 1,CO451 B-04,4,2.7800000000000002,903,Interpreting Film Masterpieces
LITR 456,LITR,456,3,11,2019-08-27,1,W 15.30-17.20,WLH 003,4.75,3.5,1714,Zionism and Literature
LITR 461,LITR,461,11,50,2019-08-28,1,TTh 11.35-12.50,LC 209,0,0,47,Postcolonial Ecologies
LITR 463,LITR,463,8,30,2019-08-28,1,TTh 11.35-12.50,LC 318,3.52,2.24,900,Literature and Philosophy
LITR 488,LITR,488,1,1,2019-08-22,1,1 HTBA,NA,4,3,1832,DirectedReading/IndividResrch
LITR 491,LITR,491,1,1,2019-08-22,1,1 HTBA,NA,4.83,4,1833,The Senior Essay
LITR 492,LITR,492,3,3,2019-08-22,1,1 HTBA,NA,4.72,3.75,1834,The Yearlong Senior Essay
MATH 107,MATH,107,29,39,2019-09-03,1,TTh 14.30-15.45,LOM 200,4.31,2.64,1835,Mathematics in the Real World
MATH 110,MATH,110,67,90,2019-08-27,1,TTh 9.00-10.15,LOM 200,3.18,3.33,1836,IntroToFunctionsAndCalculusI
MATH 112,MATH,112,139,193,2019-08-28,1,MWF 9.25-10.15,LOM 200,2.84,3.26,1837,CalcOfFunctionsOfOneVariable I
MATH 115,MATH,115,267,373,2019-08-28,1,MWF 9.25-10.15,LOM 201,2.89,3.32,1838,CalcOfFunctionsOfOneVariableII
MATH 116,MATH,116,58,71,2019-08-28,1,TTh 9.00-10.15,ML 211,3.52,3.73,1839,Math Models in Biosciences I
MATH 118,MATH,118,23,29,2019-08-28,1,TTh 11.35-12.50,CO493 106,3.4,3.25,1840,IntroFunctionsSeveralVariables
MATH 120,MATH,120,263,348,2019-08-27,1,1 HTBA,NA,3.14,3.32,1841,Calc:FunctionsSeveralVariables
MATH 222,MATH,222,113,152,2019-08-28,1,MWF 10.30-11.20,WTS A53,2.95,2.98,122,LinearAlgebraWithApplications
MATH 225,MATH,225,27,47,2019-08-26,1,TTh 9.00-10.15,WTS A51,3.52,3.7,1843,Linear Algebra & Matrix Theory
MATH 230,MATH,230,109,148,2019-08-27,1,MWF 9.25-10.15,HLH17 101,4.6,4.61,1844,VectorCalculus&LinearAlgebra I
MATH 241,MATH,241,320,349,2019-08-29,1,MW 9.00-10.15,SSS 114,3.5300000000000002,2.58,1845,Probability Theory
MATH 244,MATH,244,86,116,2019-08-29,1,TTh 11.35-12.50,ML 211,3.58,3.54,123,Discrete Mathematics
MATH 246,MATH,246,29,44,2019-08-27,1,TTh 14.30-15.45,LOM 215,3,2.86,1847,OrdinaryDifferentialEquations
MATH 250,MATH,250,26,38,2019-09-03,1,MWF 9.25-10.15,LOM 214,3.65,4.01,1848,Vector Analysis
MATH 270,MATH,270,19,21,2019-08-31,1,MW 13.00-14.15,LOM 214,3.37,2.6,1849,Set Theory
MATH 301,MATH,301,17,26,2019-08-28,1,TTh 13.00-14.15,DL 431,3.12,3.25,838,Introduction to Analysis
MATH 310,MATH,310,46,64,2019-08-27,1,TTh 11.35-12.50,WTS A30,3.42,3.5,1851,Intro to Complex Analysis
MATH 320,MATH,320,10,27,2019-08-29,1,TTh 14.30-15.45,LOM 202,3.8,3,1852,Measure Theory and Integration
MATH 345,MATH,345,11,25,2019-08-27,1,TTh 9.00-10.15,LOM 202,4.5,4,1853,Modern Combinatorics
MATH 350,MATH,350,73,85,2019-08-29,1,MWF 10.30-11.20,WTS A60,4.3,4.55,1854,Intro to Abstract Algebra
MATH 380,MATH,380,18,21,2019-08-30,1,TTh 13.00-14.15,LOM 205,3.84,3.96,1855,Modern Algebra I
MATH 421,MATH,421,11,22,2019-08-27,1,MW 14.30-15.45,LOM 206,4.02,3.25,127,Mathematics of Data Science
MATH 430,MATH,430,17,25,2019-09-03,1,MW 14.30-15.45,LOM 205,3.99,3.61,1857,Intro to Algebraic Topology
MATH 447,MATH,447,5,15,2019-08-28,1,MW 11.35-12.50,LOM 215,3.9,4.23,130,Partial Differential Equations
MATH 470,MATH,470,1,2,2019-08-30,1,1 HTBA,NA,4.53,3.36,1859,Individual Studies
MATH 475,MATH,475,1,2,2019-08-22,1,1 HTBA,NA,4.33,3.2,1860,Senior Essay
MATH 480,MATH,480,16,17,2019-09-03,1,MW 13.00-14.15,LOM 205,2.17,1.67,1861,SeniorSem:MathematicalTopics
MB&B 060,MB&B,60,20,46,2019-08-26,1,MW 13.00-14.15,WTS A42,4.46,3.73,1872,Molecular Medicine
MB&B 105,MB&B,105,167,186,2019-08-29,1,MW 11.35-12.25 + 1,DAVIES AUD,3.36,2.19,1873,"Biology, the World, and Us"
MB&B 200,MB&B,200,150,160,2019-08-28,1,MWF 9.25-10.15,OML 202,2.91,3.79,1874,Biochemistry
MB&B 251L,MB&B,251,17,33,2019-08-26,1,T 13.30-17.30,NA,2.88,3.62,1875,Laboratory for Biochemistry
MB&B 300,MB&B,300,83,103,2019-08-27,1,TTh 11.35-12.50,LC 102,3.56,3.6,1876,Principles of Biochemistry I
MB&B 330,MB&B,330,28,42,2019-08-27,1,TTh 14.30-15.45 + 1,BASS 405,4.14,3.14,378,ModelingBiologicalSystemsI
MB&B 420,MB&B,420,27,29,2019-08-29,1,TTh 11.35-12.50,BASS 405,3,3.25,1878,Macromolecular Structure
MB&B 425,MB&B,425,52,62,2019-08-27,1,MW 11.35-12.50,TAC N107,3.44,2.2800000000000002,1284,BasicConceptsOfGeneticAnalysis
MB&B 435,MB&B,435,36,41,2019-08-29,1,TTh 9.00-10.15,BASS 405,2.9,2.68,839,QuantitativeApproachBiophysics
MB&B 449,MB&B,449,11,22,2019-08-27,1,MW 13.00-14.15,SHM C103,4.43,3.09,1287,Medical Impact ofBasic Science
MB&B 459,MB&B,459,10,22,2019-08-26,1,M 13.30-15.20,LC 206,4,4.63,928,WritingAboutScience&Environmnt
MB&B 470,MB&B,470,18,20,2019-09-08,1,1 HTBA,NA,4,3.91,1883,ResrchBiochemistry&Biophysics
MB&B 472,MB&B,472,2,3,2019-08-23,1,1 HTBA,NA,3.88,3.2,1884,ResrchBiochemistry&Biophysics
MB&B 478,MB&B,478,1,3,2019-08-27,1,1 HTBA,NA,4.53,3.86,1885,IntnsvResrchBiochem&Biophysics
MCDB 050,MCDB,50,16,36,2019-08-26,1,TTh 14.30-15.45,LC 205,4.27,2.8,1899,Immunology and Microbes
MCDB 065,MCDB,65,15,39,2019-08-26,1,TTh 14.30-15.45,WLH 210,3.81,2.84,1900,Science & Politics of HIV/AIDS
MCDB 105,MCDB,105,167,186,2019-08-29,1,MW 11.35-12.25 + 1,DAVIES AUD,3.36,2.19,1873,"Biology, the World, and Us"
MCDB 106,MCDB,106,14,35,2019-08-28,1,MW 13.00-14.15,LC 318,3.83,3.42,604,MalariaLyme&VectorBorneDisease
MCDB 202,MCDB,202,89,118,2019-08-28,1,TTh 11.35-12.50,OML 202,3.36,2.93,1903,Genetics
MCDB 203L,MCDB,203,20,33,2019-08-27,1,T 13.45-16.45,SCL 149,3.55,3.66,1904,Laboratory for Genetics
MCDB 210,MCDB,210,37,49,2019-08-28,1,TTh 13.00-14.15,YSB 352,3.42,3.09,1905,Developmental Biology
MCDB 221L,MCDB,221,28,37,2019-08-27,1,T 13.30-17.30,NA,3.59,4.02,1906,ModelOrganisms in Bio Research
MCDB 300,MCDB,300,150,160,2019-08-28,1,MWF 9.25-10.15,OML 202,2.91,3.79,1874,Biochemistry
MCDB 301L,MCDB,301,17,33,2019-08-26,1,T 13.30-17.30,NA,2.88,3.62,1875,Laboratory for Biochemistry
MCDB 310,MCDB,310,88,98,2019-08-29,1,MWF 9.25-10.15,DL 220,4.02,4.12,339,Physiological Systems
MCDB 320,MCDB,320,35,44,2019-08-27,1,MWF 11.35-12.25,WTS A51,3.07,3.84,1687,Neurobiology
MCDB 321L,MCDB,321,28,32,2019-08-28,1,T 13.30-17.30,NA,3.89,2.67,1911,Laboratory for Neurobiology
MCDB 325,MCDB,325,21,29,2019-08-27,1,TTh 10.30-11.20,WTS A30,4,3.11,1912,Molecular Hallmarks of Cancer
MCDB 330,MCDB,330,28,42,2019-08-27,1,TTh 14.30-15.45 + 1,BASS 405,4.14,3.14,378,ModelingBiologicalSystemsI
MCDB 342L,MCDB,342,16,22,2019-08-29,1,TTh 13.30-16.30,SCL 148,3.85,2.9,1914,Laboratory in Nucleic Acids I
MCDB 343L,MCDB,343,14,19,2019-08-29,1,TTh 13.30-16.30,SCL 148,4.09,2.59,1915,Laboratory in Nucleic Acids II
MCDB 350,MCDB,350,16,34,2019-08-28,1,WF 11.35-12.50 + 1,WTS A32,4.25,3.04,1916,Epigenetics
MCDB 355,MCDB,355,16,33,2019-08-27,1,W 9.25-11.15,TC 204,4.74,2.46,1917,Cytoskeleton & Disease
MCDB 380,MCDB,380,10,16,2019-08-28,1,F 9.25-11.15,YSB 442,3,2.33,1918,Plant Molecular Biology
MCDB 387,MCDB,387,6,10,2019-08-27,1,Th 15.30-17.20,WLH 014,3.71,3.02,1919,The Eukaryotic Cell Cycle
MCDB 425,MCDB,425,52,62,2019-08-27,1,MW 11.35-12.50,TAC N107,3.44,2.2800000000000002,1284,BasicConceptsOfGeneticAnalysis
MCDB 430,MCDB,430,44,48,2019-08-30,1,MWF 9.25-10.15,WTS A60,3.85,3.71,1660,Biology of the Immune System
MCDB 435,MCDB,435,10,23,2019-08-26,1,T 19.00-20.50,YSB,4.41,2.31,1922,Landmark Papers: Cell Biology
MCDB 474,MCDB,474,12,13,2019-09-03,1,1 HTBA,NA,4.14,3.89,1923,Independent Research
MCDB 475,MCDB,475,3,4,2019-08-29,1,1 HTBA,NA,4.4,4.5,1924,Senior Independent Research
MCDB 482,MCDB,482,12,18,2019-08-28,1,M 15.30-17.20,HLH17 113,4.95,3.84,1925,Advanced Seminar in Cell Biol
MCDB 485,MCDB,485,41,44,2019-09-05,1,1 HTBA,NA,3.79,3.84,1926,Senior Research
MCDB 495,MCDB,495,22,23,2019-09-04,1,1 HTBA,NA,4.08,4.25,1927,Senior Research Intensive
MENG 185,MENG,185,17,26,2019-08-29,1,TTh 10.30-11.20,ML 104,3.62,3.85,1952,Mechanical Design
MENG 280,MENG,280,37,40,2019-08-29,1,TTh 14.30-15.45,WLH 208,3.36,3.42,1953,MechEng I:Strength&Deformation
MENG 285,MENG,285,33,41,2019-08-30,1,TTh 13.00-14.15,WTS A30,3.04,2.81,1954,Intro to Materials Science
MENG 286L,MENG,286,7,10,2019-09-07,1,T 14.30-15.45,HLH17 03,3.47,2.64,1955,SolidMechanics&MaterialsSciLab
MENG 361,MENG,361,43,46,2019-08-26,1,MW 11.35-12.50,ML 211,2.05,4.08,1956,MechEng II: Fluid Mechanics
MENG 383,MENG,383,14,17,2019-08-27,1,TTh 18.00-19.15,BCT CO31,3.15,3.21,1957,MechEng III: Dynamics
MENG 400,MENG,400,19,43,2019-08-27,1,MW 9.00-10.15,DL 120,4.1,3.76,849,Computer-Aided Engineering
MENG 441,MENG,441,22,28,2019-08-28,1,TTh 11.35-12.50,WLH 207,4.77,4.27,836,Appl Num Methods for Diff Eqs
MENG 459,MENG,459,5,6,2019-08-27,1,MW 16.00-17.15,HLH17 115,4.5,3.67,347,Neuromuscular Biomechanics
MENG 469,MENG,469,5,7,2019-08-22,1,MW 13.00-14.15,DL 316,3.56,3.25,1961,Aerodynamics
MENG 471,MENG,471,11,18,2019-08-27,1,MW 13.00-14.15 + 1,NA,3.7800000000000002,3.4,1962,Special Projects I
MENG 487L,MENG,487,17,18,2019-08-27,1,Th 13.00-17.00,NA,1.67,4.13,1963,Capstone Mechanical Design I
MGT 401,MGT,401,1,1,2019-08-22,NA,NA,NA,0,0,1985,Managing Groups & Teams
MGT 402,MGT,402,1,1,2019-08-22,NA,NA,NA,0,0,1986,Basics of Accounting
MGT 403,MGT,403,1,1,2019-08-22,NA,NA,NA,0,0,1987,ProbabilityModeling&Statistics
MGT 404,MGT,404,0,1,2019-08-22,NA,NA,NA,0,0,1988,Basics of Economics
MGT 405,MGT,405,1,1,2019-08-22,NA,NA,NA,0,0,1989,Modeling Managerial Decisions
MGT 410,MGT,410,1,1,2019-08-22,NA,NA,NA,0,0,1990,Competitor
MGT 411,MGT,411,1,1,2019-08-22,NA,NA,NA,0,0,1991,Customer
MGT 412,MGT,412,1,1,2019-08-22,NA,NA,NA,0,0,1992,Investor
MGT 417,MGT,417,1,1,2019-08-22,NA,NA,NA,0,0,1993,Power & Politics
MGT 423,MGT,423,1,1,2019-08-22,NA,NA,NA,0,0,1994,Sourcing & Managing Funds
MMES 121,MMES,121,62,96,2019-08-28,1,TTh 9.00-10.15,WLH 208,4.67,3,2064,IR of the Middle East
MMES 150,MMES,150,5,9,2019-08-27,1,MW 11.35-12.50,WLH 004,4,2.71,1388,AdvModernHebrew:IsraeliSociety
MMES 161,MMES,161,0,1,2019-08-23,1,1 HTBA,NA,4.07,2.47,1389,Israel in Ideology & Practice
MMES 166,MMES,166,6,6,2019-08-25,1,TTh 9.00-10.15,WLH 004,4.2,3.23,1390,Creative Writing in Hebrew
MMES 191,MMES,191,4,28,2019-08-28,1,TTh 14.30-15.45,WLH 120,3.56,2.22,2068,Intro to World Religions
MMES 236,MMES,236,4,6,2019-09-05,1,Th 9.25-11.15,SML 335B,4.3,2.5700000000000003,1711,DeadSeaScrollsDamascusDocument
MMES 262,MMES,262,6,17,2019-08-25,1,MW 13.00-14.15,YK220 003,4,3.67,208,ModernArabic Political Thought
MMES 271,MMES,271,21,55,2019-09-01,1,T 15.30-17.20,WTS B39,4.09,2.6,1299,Middle East Politics
MMES 290,MMES,290,29,46,2019-08-28,1,TTh 10.30-11.20,WLH 208,4.17,2.92,2072,IslamToday:Jihad&Fundamentalsm
MMES 300,MMES,300,8,14,2019-08-29,1,MW 14.30-15.45,WTS B35,0,0,1464,Intro to Modern Ctr Asia
MMES 305,MMES,305,12,44,2019-08-27,1,T 13.30-15.20,WTS B36,3.71,4,1045,Environmental Security
MMES 306,MMES,306,4,6,2019-08-29,1,TTh 14.30-15.45,WLH 007,0,0,156,Arabian Peninsula Studies
MMES 313,MMES,313,4,11,2019-08-28,1,W 13.30-15.20,WTS A68,4.17,3.94,142,Society and Politics of ME
MMES 325,MMES,325,13,26,2019-08-28,1,TTh 14.30-15.45,LC 211,3.41,3.35,1451,Ideology in Palestine & Israel
MMES 342,MMES,342,7,20,2019-08-28,1,W 9.25-11.15,LC 103,3.83,2.67,1428,MedievalJewsChristians&Muslims
MMES 353,MMES,353,3,18,2019-08-29,1,Th 13.30-15.20,WTS A68,0,0,1303,Arab Uprisings Compared
MMES 379,MMES,379,11,37,2019-08-28,1,TTh 10.30-11.20,WLH 114,3.8200000000000003,3.36,1458,The Making of the Modern ME
MMES 442,MMES,442,13,23,2019-08-28,1,Th 15.30-17.20,WLH 209,4.13,3.46,1454,Great Game to the Great Satan
MMES 471,MMES,471,1,2,2019-08-25,1,1 HTBA,NA,4.09,3.32,2082,Independent Directed Study
MMES 491,MMES,491,0,1,2019-08-27,1,1 HTBA,NA,4,4.5,2083,Senior Essay
MMES 492,MMES,492,1,1,2019-08-22,1,1 HTBA,NA,4.09,3.32,2084,Yearlong Senior Essay
MUSI 014,MUSI,14,5,8,2019-08-27,1,MW 14.30-15.45 + 1,STOECK 313,3.74,3.61,2116,"Race, Narr & Amcn Folk Revival"
MUSI 050,MUSI,50,4,15,2019-08-27,1,MW 13.00-14.15,STOECK 210,0,0,2117,20th & 21st Century Music
MUSI 079,MUSI,79,9,19,2019-08-27,1,TTh 11.35-12.50,STOECK 211,0,0,2118,"Music, Gender, (Dis)ability"
MUSI 110,MUSI,110,45,71,2019-08-28,1,MW 11.35-12.50,STOECK 312,4.1,2.76,2119,Intro to Elements of Music
MUSI 131,MUSI,131,31,37,2019-08-28,1,TTh 11.35-12.50 + 1,STOECK 106,4.39,2.51,2120,IntroHistWestrnMusic:1800-Pres
MUSI 175,MUSI,175,8,15,2019-08-26,1,MW 11.35-12.50,STOECK 106,3.67,2.62,2121,Listening to Music
MUSI 177,MUSI,177,29,48,2019-08-29,1,TTh 9.00-10.15,STOECK 106,3.89,2.93,9,Coltrane and Hendrix
MUSI 184,MUSI,184,3,6,2019-09-01,1,T 13.30-15.20,STOECK 107,4.19,2.8200000000000003,2123,Audile Technique
MUSI 185,MUSI,185,13,26,2019-08-26,1,W 13.30-15.20,STOECK 312,4.8,3.13,2124,AmericanMusicalTheaterHistory
MUSI 210,MUSI,210,43,60,2019-09-01,1,TTh 14.30-15.45,STOECK 210,3.93,1.87,2125,StudiesInAnalysis&CompositionI
MUSI 211,MUSI,211,9,18,2019-08-26,1,1 HTBA,NA,4.06,3.1,2126,StudiesAnalysis&CompositionII
